"","region","year_group","country_txt","type_sankey","target_sankey","dbsource_sankey","count_attacks","kills","wounded"
"2515","Middle East & North Africa","2010-2014","Yemen","Facility/Infrastructure Attack","Police","ISVG",2,11,3
"2516","Middle East & North Africa","2010-2014","Yemen","Facility/Infrastructure Attack","Business, Utilities & Communication","START Primary Collection",49,0,6
"2517","Middle East & North Africa","2010-2014","Yemen","Facility/Infrastructure Attack","Business, Utilities & Communication","ISVG",2,0,0
"2518","Middle East & North Africa","2010-2014","Yemen","Facility/Infrastructure Attack","Unknown, religious & militia","START Primary Collection",3,0,0
"2519","Middle East & North Africa","2010-2014","Yemen","Facility/Infrastructure Attack","Government","START Primary Collection",16,5,2
"2520","Middle East & North Africa","2010-2014","Yemen","Facility/Infrastructure Attack","Government","ISVG",1,1,5
"2521","Middle East & North Africa","2010-2014","Yemen","Unarmed Assault","Private Citizens & Property","START Primary Collection",2,0,10
"2522","Middle East & North Africa","2010-2014","Yemen","Unarmed Assault","Business, Utilities & Communication","START Primary Collection",2,0,2
"2523","Middle East & North Africa","2010-2014","Yemen","Hijacking","Private Citizens & Property","START Primary Collection",1,0,0
"2524","Middle East & North Africa","2010-2014","Yemen","Hijacking","Military","START Primary Collection",5,6,1
"2525","Middle East & North Africa","2010-2014","Yemen","Hijacking","Business, Utilities & Communication","START Primary Collection",3,0,0
"2526","Middle East & North Africa","2015-2017","Algeria","Bombing/Explosion","Private Citizens & Property","START Primary Collection",3,5,11
"2527","Middle East & North Africa","2015-2017","Algeria","Bombing/Explosion","Military","START Primary Collection",7,16,11
"2528","Middle East & North Africa","2015-2017","Algeria","Bombing/Explosion","Police","START Primary Collection",2,4,4
"2529","Middle East & North Africa","2015-2017","Algeria","Bombing/Explosion","Business, Utilities & Communication","START Primary Collection",3,0,0
"2530","Middle East & North Africa","2015-2017","Algeria","Bombing/Explosion","Unknown, religious & militia","START Primary Collection",8,2,0
"2531","Middle East & North Africa","2015-2017","Algeria","Bombing/Explosion","Government","START Primary Collection",2,1,0
"2532","Middle East & North Africa","2015-2017","Algeria","Armed Assault","Private Citizens & Property","START Primary Collection",1,1,0
"2533","Middle East & North Africa","2015-2017","Algeria","Armed Assault","Military","START Primary Collection",1,3,0
"2534","Middle East & North Africa","2015-2017","Algeria","Armed Assault","Police","START Primary Collection",7,4,10
"2535","Middle East & North Africa","2015-2017","Algeria","Armed Assault","Unknown, religious & militia","START Primary Collection",1,4,0
"2536","Middle East & North Africa","2015-2017","Algeria","Assassination","Military","START Primary Collection",1,1,2
"2537","Middle East & North Africa","2015-2017","Algeria","Unknown","Private Citizens & Property","START Primary Collection",1,1,0
"2538","Middle East & North Africa","2015-2017","Algeria","Unknown","Military","START Primary Collection",1,0,2
"2539","Middle East & North Africa","2015-2017","Algeria","Unknown","Business, Utilities & Communication","START Primary Collection",1,0,0
"2540","Middle East & North Africa","2015-2017","Bahrain","Bombing/Explosion","Private Citizens & Property","START Primary Collection",3,0,2
"2541","Middle East & North Africa","2015-2017","Bahrain","Bombing/Explosion","Police","START Primary Collection",16,8,41
"2542","Middle East & North Africa","2015-2017","Bahrain","Bombing/Explosion","Business, Utilities & Communication","START Primary Collection",3,0,0
"2543","Middle East & North Africa","2015-2017","Bahrain","Bombing/Explosion","Unknown, religious & militia","START Primary Collection",5,1,0
"2544","Middle East & North Africa","2015-2017","Bahrain","Armed Assault","Military","START Primary Collection",3,0,0
"2545","Middle East & North Africa","2015-2017","Bahrain","Armed Assault","Police","START Primary Collection",6,3,7
"2546","Middle East & North Africa","2015-2017","Bahrain","Armed Assault","Unknown, religious & militia","START Primary Collection",2,0,0
"2547","Middle East & North Africa","2015-2017","Bahrain","Hostage Taking","Government","START Primary Collection",1,0,0
"2548","Middle East & North Africa","2015-2017","Bahrain","Unknown","Police","START Primary Collection",1,0,0
"2549","Middle East & North Africa","2015-2017","Bahrain","Facility/Infrastructure Attack","Business, Utilities & Communication","START Primary Collection",1,0,0
"2550","Middle East & North Africa","2015-2017","Bahrain","Facility/Infrastructure Attack","Transportation","START Primary Collection",1,0,0
"2551","Middle East & North Africa","2015-2017","Egypt","Bombing/Explosion","Private Citizens & Property","START Primary Collection",71,81,114
"2552","Middle East & North Africa","2015-2017","Egypt","Bombing/Explosion","Military","START Primary Collection",192,392,430
"2553","Middle East & North Africa","2015-2017","Egypt","Bombing/Explosion","Police","START Primary Collection",180,234,702
"2554","Middle East & North Africa","2015-2017","Egypt","Bombing/Explosion","Business, Utilities & Communication","START Primary Collection",89,28,69
"2555","Middle East & North Africa","2015-2017","Egypt","Bombing/Explosion","Unknown, religious & militia","START Primary Collection",174,450,336
"2556","Middle East & North Africa","2015-2017","Egypt","Bombing/Explosion","Government","START Primary Collection",32,7,69
"2557","Middle East & North Africa","2015-2017","Egypt","Bombing/Explosion","Transportation","START Primary Collection",20,227,10
"2558","Middle East & North Africa","2015-2017","Egypt","Armed Assault","Private Citizens & Property","START Primary Collection",26,58,32
"2559","Middle East & North Africa","2015-2017","Egypt","Armed Assault","Military","START Primary Collection",104,329,217
"2560","Middle East & North Africa","2015-2017","Egypt","Armed Assault","Police","START Primary Collection",148,227,158
"2561","Middle East & North Africa","2015-2017","Egypt","Armed Assault","Business, Utilities & Communication","START Primary Collection",12,11,6
"2562","Middle East & North Africa","2015-2017","Egypt","Armed Assault","Unknown, religious & militia","START Primary Collection",10,3,15
"2563","Middle East & North Africa","2015-2017","Egypt","Armed Assault","Government","START Primary Collection",6,4,2
"2564","Middle East & North Africa","2015-2017","Egypt","Armed Assault","Transportation","START Primary Collection",1,1,0
"2565","Middle East & North Africa","2015-2017","Egypt","Assassination","Private Citizens & Property","START Primary Collection",8,4,3
"2566","Middle East & North Africa","2015-2017","Egypt","Assassination","Military","START Primary Collection",4,2,2
"2567","Middle East & North Africa","2015-2017","Egypt","Assassination","Police","START Primary Collection",14,11,7
"2568","Middle East & North Africa","2015-2017","Egypt","Assassination","Business, Utilities & Communication","START Primary Collection",1,0,1
"2569","Middle East & North Africa","2015-2017","Egypt","Assassination","Unknown, religious & militia","START Primary Collection",2,1,1
"2570","Middle East & North Africa","2015-2017","Egypt","Assassination","Government","START Primary Collection",10,7,13
"2571","Middle East & North Africa","2015-2017","Egypt","Hostage Taking","Private Citizens & Property","START Primary Collection",33,29,4
"2572","Middle East & North Africa","2015-2017","Egypt","Hostage Taking","Military","START Primary Collection",1,7,4
"2573","Middle East & North Africa","2015-2017","Egypt","Hostage Taking","Police","START Primary Collection",4,5,8
"2574","Middle East & North Africa","2015-2017","Egypt","Hostage Taking","Business, Utilities & Communication","START Primary Collection",10,7,0
"2575","Middle East & North Africa","2015-2017","Egypt","Hostage Taking","Unknown, religious & militia","START Primary Collection",8,3,2
"2576","Middle East & North Africa","2015-2017","Egypt","Hostage Taking","Government","START Primary Collection",1,0,0
"2577","Middle East & North Africa","2015-2017","Egypt","Unknown","Private Citizens & Property","START Primary Collection",4,22,11
"2578","Middle East & North Africa","2015-2017","Egypt","Unknown","Military","START Primary Collection",34,137,81
"2579","Middle East & North Africa","2015-2017","Egypt","Unknown","Police","START Primary Collection",12,25,8
"2580","Middle East & North Africa","2015-2017","Egypt","Unknown","Business, Utilities & Communication","START Primary Collection",2,0,0
"2581","Middle East & North Africa","2015-2017","Egypt","Facility/Infrastructure Attack","Private Citizens & Property","START Primary Collection",3,0,0
"2582","Middle East & North Africa","2015-2017","Egypt","Facility/Infrastructure Attack","Police","START Primary Collection",6,0,0
"2583","Middle East & North Africa","2015-2017","Egypt","Facility/Infrastructure Attack","Business, Utilities & Communication","START Primary Collection",14,0,0
"2584","Middle East & North Africa","2015-2017","Egypt","Facility/Infrastructure Attack","Government","START Primary Collection",2,0,0
"2585","Middle East & North Africa","2015-2017","Egypt","Hijacking","Private Citizens & Property","START Primary Collection",3,0,0
"2586","Middle East & North Africa","2015-2017","Egypt","Hijacking","Police","START Primary Collection",1,1,0
"2587","Middle East & North Africa","2015-2017","Egypt","Hijacking","Business, Utilities & Communication","START Primary Collection",2,0,0
"2588","Middle East & North Africa","2015-2017","Egypt","Hijacking","Unknown, religious & militia","START Primary Collection",1,2,1
"2589","Middle East & North Africa","2015-2017","Egypt","Hijacking","Government","START Primary Collection",2,0,0
"2590","Middle East & North Africa","2015-2017","Iran","Bombing/Explosion","Private Citizens & Property","START Primary Collection",1,8,26
"2591","Middle East & North Africa","2015-2017","Iran","Bombing/Explosion","Military","START Primary Collection",2,1,3
"2592","Middle East & North Africa","2015-2017","Iran","Bombing/Explosion","Police","START Primary Collection",4,3,9
"2593","Middle East & North Africa","2015-2017","Iran","Bombing/Explosion","Business, Utilities & Communication","START Primary Collection",3,0,0
"2594","Middle East & North Africa","2015-2017","Iran","Bombing/Explosion","Unknown, religious & militia","START Primary Collection",3,6,0
"2595","Middle East & North Africa","2015-2017","Iran","Armed Assault","Private Citizens & Property","START Primary Collection",1,3,2
"2596","Middle East & North Africa","2015-2017","Iran","Armed Assault","Military","START Primary Collection",3,3,3
"2597","Middle East & North Africa","2015-2017","Iran","Armed Assault","Police","START Primary Collection",3,14,3
"2598","Middle East & North Africa","2015-2017","Iran","Armed Assault","Business, Utilities & Communication","START Primary Collection",2,3,5
"2599","Middle East & North Africa","2015-2017","Iran","Armed Assault","Unknown, religious & militia","START Primary Collection",1,2,2
"2600","Middle East & North Africa","2015-2017","Iran","Assassination","Military","START Primary Collection",1,1,0
"2601","Middle East & North Africa","2015-2017","Iran","Assassination","Government","START Primary Collection",1,2,2
"2602","Middle East & North Africa","2015-2017","Iran","Hostage Taking","Police","START Primary Collection",1,10,3
"2603","Middle East & North Africa","2015-2017","Iran","Hostage Taking","Government","START Primary Collection",1,9,26
"2604","Middle East & North Africa","2015-2017","Iran","Unknown","Military","START Primary Collection",3,24,2
"2605","Middle East & North Africa","2015-2017","Iraq","Bombing/Explosion","Private Citizens & Property","START Primary Collection",2772,6398,16041
"2606","Middle East & North Africa","2015-2017","Iraq","Bombing/Explosion","Military","START Primary Collection",1008,5941,3917
"2607","Middle East & North Africa","2015-2017","Iraq","Bombing/Explosion","Police","START Primary Collection",405,1533,1724
"2608","Middle East & North Africa","2015-2017","Iraq","Bombing/Explosion","Business, Utilities & Communication","START Primary Collection",1092,2040,5757
"2609","Middle East & North Africa","2015-2017","Iraq","Bombing/Explosion","Unknown, religious & militia","START Primary Collection",1267,1394,1334
